Experiment,Read Length,P-site Offset
GSM4478780,26,12
GSM4478780,27,12
GSM4478780,28,11
GSM4478780,29,12
GSM4478780,30,12
GSM4478780,31,12
GSM4478780,32,12
GSM4478780,33,12
GSM4478780,34,12
GSM4478780,35,12
GSM4478781,21,12
GSM4478781,22,12
GSM4478781,23,12
GSM4478781,24,12
GSM4478781,25,12
GSM4478781,26,12
GSM4478781,27,12
GSM4478781,28,11
GSM4478781,29,12
GSM4478781,30,11
GSM4478781,31,12
GSM4478781,32,12
GSM4478781,33,12
GSM4478781,34,12
GSM4478781,35,12
GSM4478781,36,14
GSM4160132,26,11
GSM4160132,27,11
GSM4160132,28,11
GSM4160132,29,11
GSM4160133,26,11
GSM4160133,27,11
GSM4160133,28,11
GSM4160133,29,11
GSM4160134,26,10
GSM4160134,27,11
GSM4160134,28,11
GSM4160134,29,11
GSM4160135,26,11
GSM4160135,27,11
GSM4160135,28,11
GSM4160135,29,11
GSM4160136,26,11
GSM4160136,27,11
GSM4160136,28,11
GSM4160136,29,11
GSM4160137,26,11
GSM4160137,27,11
GSM4160137,28,11
GSM4160137,29,11
GSM4192104,27,11
GSM4192104,28,11
GSM4192104,29,11
GSM4192104,30,12
GSM4192105,26,11
GSM4192105,27,11
GSM4192105,28,11
GSM4192105,29,11
GSM4192106,26,11
GSM4192106,27,11
GSM4192106,28,11
GSM4192106,29,11
GSM4192107,26,11
GSM4192107,27,11
GSM4192107,28,11
GSM4192107,29,11
GSM4192108,26,11
GSM4192108,27,11
GSM4192108,28,11
GSM4192109,26,11
GSM4192109,27,11
GSM4192109,28,11
GSM4192110,26,11
GSM4192110,27,11
GSM4192110,28,11
GSM4192111,26,11
GSM4192111,27,11
GSM4192111,28,11
GSM4192112,24,11
GSM4192112,25,10
GSM4192112,26,10
GSM4192112,27,11
GSM4192113,24,11
GSM4192113,25,10
GSM4192113,26,10
GSM4192113,27,11
GSM4192113,28,13
GSM4192114,24,11
GSM4192114,25,10
GSM4192114,26,10
GSM4192114,27,11
GSM4192115,24,11
GSM4192115,25,10
GSM4192115,26,10
GSM4192115,27,11
GSM4192116,25,10
GSM4192116,26,11
GSM4192116,27,11
GSM4192116,28,11
GSM4192117,27,11
GSM4192117,28,11
GSM4192117,29,11
GSM4192118,27,11
GSM4192118,28,11
GSM4192118,29,11
GSM4192119,27,11
GSM4192119,28,11
GSM4192119,29,11
GSM4192120,26,11
GSM4192120,27,11
GSM4192120,28,11
GSM4192121,25,10
GSM4192121,26,11
GSM4192121,27,11
GSM4192121,28,11
GSM4192122,24,11
GSM4192122,25,10
GSM4192122,26,10
GSM4192122,27,11
GSM4192123,24,11
GSM4192123,25,11
GSM4192123,26,11
GSM4192123,27,11
GSM4192123,28,11
GSM4192124,25,11
GSM4192124,26,11
GSM4192124,27,11
GSM4192124,28,11
GSM4192125,24,11
GSM4192125,25,11
GSM4192125,26,10
GSM4192125,27,11
GSM4192125,28,11
GSM4192126,24,11
GSM4192126,25,11
GSM4192126,26,10
GSM4192126,27,11
GSM4192126,28,11
GSM4192425,26,11
GSM4192425,27,11
GSM4192425,28,11
GSM4192425,29,11
GSM4192425,30,12
GSM4192425,31,12
GSM4192426,27,11
GSM4192426,28,11
GSM4192426,29,11
GSM4192426,30,12
GSM4192426,31,12
GSM4192427,26,11
GSM4192427,27,11
GSM4192427,28,11
GSM4192427,29,11
GSM4192427,30,12
GSM4192427,31,12
GSM4192428,27,11
GSM4192428,28,11
GSM4192428,29,11
GSM4192428,30,12
GSM4192429,27,11
GSM4192429,28,11
GSM4192429,29,11
GSM4192429,30,12
GSM4192430,27,11
GSM4192430,28,11
GSM4192430,29,11
GSM4192430,30,12
GSM4192431,26,11
GSM4192431,27,11
GSM4192431,28,11
GSM4192431,29,11
GSM4192431,30,12
GSM4192432,26,11
GSM4192432,27,11
GSM4192432,28,11
GSM4192432,29,11
GSM4192432,30,12
GSM4192432,31,12
GSM4192433,26,11
GSM4192433,27,11
GSM4192433,28,11
GSM4192433,29,11
GSM4192433,30,12
GSM4192434,25,11
GSM4192434,26,11
GSM4192434,27,11
GSM4192434,28,11
GSM4192434,29,11
GSM4192434,30,12
GSM4192435,27,11
GSM4192435,28,11
GSM4192435,29,11
GSM4192435,30,12
GSM4192435,31,12
GSM4192435,32,12
GSM4192436,24,11
GSM4192436,25,11
GSM4192436,26,11
GSM4192436,27,11
GSM4192436,28,11
GSM4192436,29,11
GSM4192436,30,12
GSM4192437,25,11
GSM4192437,26,11
GSM4192437,27,11
GSM4192437,28,11
GSM4192437,29,11
GSM4192437,30,12
GSM4192438,25,11
GSM4192438,26,11
GSM4192438,27,11
GSM4192438,28,11
GSM4192438,29,11
GSM4192438,30,12
GSM4192439,25,11
GSM4192439,26,11
GSM4192439,27,11
GSM4192439,28,11
GSM4192439,29,11
GSM4192439,30,12
GSM4192440,25,11
GSM4192440,26,11
GSM4192440,27,11
GSM4192440,28,11
GSM4192440,29,11
GSM4192441,25,11
GSM4192441,26,11
GSM4192441,27,11
GSM4192441,28,11
GSM4192441,29,11
GSM4192441,30,12
GSM4203634,32,15
GSM4203634,33,15
GSM4203634,34,15
GSM4203634,35,15
GSM4203634,36,15
GSM4203634,37,15
GSM4203634,38,13
GSM4203634,39,15
GSM4203634,40,15
GSM4203635,32,13
GSM4203635,33,15
GSM4203635,34,15
GSM4203635,35,15
GSM4203635,36,15
GSM4203635,37,15
GSM4203635,38,15
GSM4203635,39,15
GSM4203635,40,15
GSM4203636,33,15
GSM4203636,34,15
GSM4203636,35,15
GSM4203636,36,15
GSM4203636,37,15
GSM4203636,38,15
GSM4203636,39,15
GSM4203636,40,15
GSM4203637,32,13
GSM4203637,33,15
GSM4203637,34,15
GSM4203637,35,15
GSM4203637,36,15
GSM4203637,37,15
GSM4203637,38,15
GSM4203637,39,15
GSM4203637,40,15
GSM4485596,29,12
GSM4485596,30,13
GSM4485596,31,14
GSM4485596,32,15
GSM4485596,33,15
GSM4485596,34,13
GSM4485596,35,14
GSM4485596,36,14
GSM4485597,30,13
GSM4485597,31,13
GSM4485597,32,15
GSM4485597,33,15
GSM4485597,34,13
GSM4485597,35,14
GSM4485597,36,14
GSM4485598,24,15
GSM4485598,25,13
GSM4485598,26,14
GSM4485598,27,10
GSM4485598,28,11
GSM4485598,29,12
GSM4485598,30,13
GSM4485598,31,14
GSM4485598,32,15
GSM4485598,33,15
GSM4485598,34,13
GSM4485598,35,14
GSM4485598,36,15
GSM4485599,26,11
GSM4485599,27,10
GSM4485599,28,10
GSM4485599,29,11
GSM4485599,30,12
GSM4485599,31,13
GSM4485599,32,15
GSM4485599,33,15
GSM4485599,34,15
GSM4485599,35,11
GSM4485599,36,14
GSM4485599,37,15
GSM4485599,38,15
GSM4240629,27,11
GSM4240629,28,11
GSM4240629,29,11
GSM4240629,30,12
GSM4240629,31,12
GSM4240629,32,12
GSM4240630,27,11
GSM4240630,28,11
GSM4240630,29,11
GSM4240630,30,12
GSM4240630,31,12
GSM4240630,32,12
GSM4240631,26,11
GSM4240631,27,11
GSM4240631,28,11
GSM4240631,29,11
GSM4240631,30,12
GSM4240631,31,12
GSM4240631,32,12
GSM4240632,27,11
GSM4240632,28,11
GSM4240632,29,11
GSM4240632,30,12
GSM4240632,31,12
GSM4240632,32,12
GSM4240633,27,11
GSM4240633,28,11
GSM4240633,29,11
GSM4240633,30,12
GSM4240633,31,12
GSM4240633,32,12
GSM4240634,27,11
GSM4240634,28,11
GSM4240634,29,11
GSM4240634,30,12
GSM4240634,31,12
GSM4240634,32,12
GSM4240635,28,11
GSM4240635,29,11
GSM4240635,30,12
GSM4240635,31,13
GSM4240636,28,11
GSM4240636,29,11
GSM4240636,30,12
GSM4240636,31,13
GSM4240637,27,10
GSM4240637,28,11
GSM4240637,29,11
GSM4240637,30,12
GSM4240637,31,13
GSM4240638,27,11
GSM4240638,28,11
GSM4240638,29,11
GSM4240638,30,12
GSM4240638,31,12
GSM4240639,28,11
GSM4240639,29,11
GSM4240639,30,12
GSM4240639,31,13
GSM4240640,27,11
GSM4240640,28,11
GSM4240640,29,11
GSM4240640,30,12
GSM4240640,31,13
GSM4240641,27,10
GSM4240641,28,11
GSM4240641,29,11
GSM4240641,30,12
GSM4240641,31,12
GSM4240642,27,11
GSM4240642,28,11
GSM4240642,29,11
GSM4240642,30,12
GSM4240642,31,13
GSM4240643,27,11
GSM4240643,28,11
GSM4240643,29,11
GSM4240643,30,12
GSM4240643,31,12
GSM4240644,27,11
GSM4240644,28,11
GSM4240644,29,11
GSM4240644,30,12
GSM4240644,31,12
GSM4240645,27,11
GSM4240645,28,11
GSM4240645,29,11
GSM4240645,30,12
GSM4240645,31,13
GSM4240646,27,11
GSM4240646,28,11
GSM4240646,29,11
GSM4240646,30,12
GSM4240646,31,12
GSM4240647,27,11
GSM4240647,28,11
GSM4240647,29,11
GSM4240647,30,12
GSM4240648,27,11
GSM4240648,28,11
GSM4240648,29,11
GSM4240648,30,12
GSM4240649,27,11
GSM4240649,28,11
GSM4240649,29,11
GSM4240649,30,12
GSM4240650,26,11
GSM4240650,27,11
GSM4240650,28,11
GSM4240650,29,11
GSM4240650,30,12
GSM4240651,27,11
GSM4240651,28,11
GSM4240651,29,11
GSM4240651,30,12
GSM4240652,27,11
GSM4240652,28,11
GSM4240652,29,11
GSM4240652,30,12
GSM4240653,27,11
GSM4240653,28,11
GSM4240653,29,12
GSM4240653,30,12
GSM4240654,27,11
GSM4240654,28,11
GSM4240654,29,12
GSM4240654,30,12
GSM4240655,27,11
GSM4240655,28,11
GSM4240655,29,12
GSM4240655,30,12
GSM4240656,27,11
GSM4240656,28,11
GSM4240656,29,11
GSM4240656,30,12
GSM4240657,27,11
GSM4240657,28,11
GSM4240657,29,11
GSM4240657,30,12
GSM4240658,27,11
GSM4240658,28,11
GSM4240658,29,11
GSM4240658,30,12
GSM4240659,26,11
GSM4240659,27,11
GSM4240659,28,11
GSM4240659,29,11
GSM4240659,30,12
GSM4240659,31,12
GSM4240659,32,13
GSM4240660,25,12
GSM4240660,26,11
GSM4240660,27,11
GSM4240660,28,11
GSM4240660,29,11
GSM4240660,30,12
GSM4240660,31,12
GSM4240660,32,13
GSM4240661,26,11
GSM4240661,27,11
GSM4240661,28,11
GSM4240661,29,11
GSM4240661,30,12
GSM4240661,31,12
GSM4240661,32,13
GSM4240662,26,11
GSM4240662,27,11
GSM4240662,28,11
GSM4240662,29,11
GSM4240662,30,12
GSM4240662,31,12
GSM4240663,26,11
GSM4240663,27,11
GSM4240663,28,11
GSM4240663,29,11
GSM4240663,30,12
GSM4240663,31,12
GSM4240664,21,12
GSM4240664,22,10
GSM4240664,23,11
GSM4240664,24,11
GSM4240664,25,11
GSM4240664,26,10
GSM4240664,27,11
GSM4240664,28,11
GSM4240664,29,11
GSM4240664,30,12
GSM4240665,23,11
GSM4240665,24,11
GSM4240665,25,11
GSM4240665,26,11
GSM4240665,27,11
GSM4240665,28,11
GSM4240665,29,11
GSM4240665,30,12
GSM4240665,31,12
GSM4240666,25,11
GSM4240666,26,11
GSM4240666,27,11
GSM4240666,28,11
GSM4240666,29,11
GSM4240666,30,12
GSM4240666,31,12
GSM4240667,27,11
GSM4240667,28,11
GSM4240667,29,11
GSM4240667,30,12
GSM4240668,26,11
GSM4240668,27,11
GSM4240668,28,11
GSM4240668,29,11
GSM4240668,30,12
GSM4240669,27,11
GSM4240669,28,11
GSM4240669,29,11
GSM4240669,30,12
GSM4240670,26,11
GSM4240670,27,11
GSM4240670,28,11
GSM4240670,29,11
GSM4240670,30,12
GSM4240671,27,11
GSM4240671,28,11
GSM4240671,29,11
GSM4240671,30,12
GSM4240672,26,11
GSM4240672,27,11
GSM4240672,28,11
GSM4240672,29,11
GSM4240672,30,12
GSM4247201,21,13
GSM4247201,22,10
GSM4247201,23,11
GSM4247201,24,10
GSM4247201,25,12
GSM4247201,26,11
GSM4247201,27,11
GSM4247201,28,12
GSM4247201,29,12
GSM4247201,30,12
GSM4247201,31,14
GSM4247201,32,11
GSM4247201,33,12
GSM4247201,34,13
GSM4247201,35,11
GSM4247201,36,10
GSM4247201,37,14
GSM4255693,26,10
GSM4255693,27,11
GSM4255693,28,11
GSM4255693,29,11
GSM4255694,26,11
GSM4255694,27,11
GSM4255694,28,11
GSM4255694,29,11
GSM4255694,30,12
GSM4255695,26,11
GSM4255695,27,11
GSM4255695,28,11
GSM4255695,29,11
GSM4255696,26,11
GSM4255696,27,11
GSM4255696,28,11
GSM4255696,29,11
GSM4255697,26,11
GSM4255697,27,11
GSM4255697,28,11
GSM4255697,29,11
GSM4255697,30,12
GSM4255698,26,10
GSM4255698,27,11
GSM4255698,28,11
GSM4255698,29,11
GSM4255699,27,11
GSM4255699,28,11
GSM4255699,29,11
GSM4255700,27,11
GSM4255700,28,11
GSM4255700,29,13
GSM4255701,26,11
GSM4255701,27,11
GSM4255701,28,11
GSM4255701,29,12
GSM4255701,30,12
GSM4255702,26,11
GSM4255702,27,11
GSM4255702,28,11
GSM4255702,29,11
GSM4258290,29,12
GSM4258290,30,13
GSM4258290,31,14
GSM4258290,32,15
GSM4258290,33,14
GSM4258290,34,11
GSM4258290,35,11
GSM4258290,36,11
GSM4258291,30,12
GSM4258291,31,13
GSM4258291,32,14
GSM4258291,33,15
GSM4258291,34,11
GSM4258291,35,11
GSM4258291,36,11
GSM4258291,37,15
GSM4258293,30,13
GSM4258293,31,14
GSM4258293,32,15
GSM4258293,33,14
GSM4258293,34,14
GSM4258293,35,14
GSM4258293,36,14
GSM4258294,28,11
GSM4258294,29,12
GSM4258294,30,13
GSM4258294,31,14
GSM4258294,32,15
GSM4258294,33,15
GSM4258294,34,11
GSM4258294,35,11
GSM4258294,36,11
GSM4258295,28,11
GSM4258295,29,12
GSM4258295,30,13
GSM4258295,31,14
GSM4258295,32,15
GSM4258295,33,15
GSM4258295,34,11
GSM4258295,35,11
GSM4258295,36,15
GSM4258296,28,11
GSM4258296,29,12
GSM4258296,30,13
GSM4258296,31,14
GSM4258296,32,15
GSM4258296,33,15
GSM4258296,34,11
GSM4258296,35,11
GSM4258296,36,11
GSM4258297,28,11
GSM4258297,29,12
GSM4258297,30,13
GSM4258297,31,14
GSM4258297,32,15
GSM4258297,33,14
GSM4258297,34,11
GSM4258297,35,11
GSM4258297,36,11
GSM4258310,32,14
GSM4258310,33,15
GSM4258310,34,11
GSM4258310,35,11
GSM4258310,36,11
GSM4258310,37,10
GSM4258311,27,10
GSM4258311,28,11
GSM4258311,29,11
GSM4258311,30,13
GSM4258311,31,14
GSM4258311,32,14
GSM4258311,33,15
GSM4258311,34,11
GSM4258311,35,11
GSM4258311,36,14
GSM4258312,30,13
GSM4258312,31,13
GSM4258312,32,14
GSM4258312,33,15
GSM4258312,34,11
GSM4258312,35,11
GSM4258312,36,11
GSM4258313,31,13
GSM4258313,32,14
GSM4258313,33,15
GSM4258313,34,11
GSM4258313,35,11
GSM4258313,36,15
GSM4258313,37,10
GSM4258314,32,15
GSM4258314,33,15
GSM4258314,34,11
GSM4258314,35,11
GSM4258314,36,10
GSM4258314,37,10
GSM4258315,30,13
GSM4258315,31,13
GSM4258315,32,15
GSM4258315,33,15
GSM4258315,34,11
GSM4258315,35,11
GSM4258315,36,15
GSM4258315,37,10
GSM4258316,32,14
GSM4258316,33,15
GSM4258316,34,11
GSM4258316,35,11
GSM4258316,36,11
GSM4258317,28,11
GSM4258317,29,11
GSM4258317,30,12
GSM4258317,31,13
GSM4258317,32,14
GSM4258317,33,15
GSM4258317,34,11
GSM4258317,35,11
GSM4258317,36,11
GSM4258317,37,10
GSM4258318,30,13
GSM4258318,31,14
GSM4258318,32,15
GSM4258318,33,14
GSM4258318,34,11
GSM4258318,35,11
GSM4258318,36,11
GSM4258319,26,10
GSM4258319,27,10
GSM4258319,28,11
GSM4258319,29,12
GSM4258319,30,13
GSM4258319,31,14
GSM4258319,32,15
GSM4258319,33,15
GSM4258319,34,11
GSM4258319,35,11
GSM4258319,36,15
GSM4258320,30,13
GSM4258320,31,14
GSM4258320,32,14
GSM4258320,33,14
GSM4258320,34,11
GSM4258320,35,11
GSM4258320,36,11
GSM4263926,25,11
GSM4263926,26,11
GSM4263926,27,11
GSM4263926,28,11
GSM4263926,29,11
GSM4263926,30,11
GSM4263926,31,11
GSM4263927,25,11
GSM4263927,26,11
GSM4263927,27,11
GSM4263927,28,11
GSM4263927,29,11
GSM4263927,30,11
GSM4263928,27,11
GSM4263928,28,11
GSM4263928,29,11
GSM4263928,30,11
GSM4263928,31,12
GSM4263929,27,11
GSM4263929,28,11
GSM4263929,29,11
GSM4263929,30,11
GSM4263929,31,12
GSM4282032,29,11
GSM4282032,30,12
GSM4282032,31,14
GSM4282032,32,15
GSM4282032,33,15
GSM4282032,34,15
GSM4282032,35,13
GSM4282032,36,14
GSM4282033,29,11
GSM4282033,30,12
GSM4282033,31,14
GSM4282033,32,15
GSM4282033,33,15
GSM4282033,34,15
GSM4282033,35,13
GSM4282033,36,14
GSM4282034,28,11
GSM4282034,29,11
GSM4282034,30,12
GSM4282034,31,14
GSM4282034,32,15
GSM4282034,33,15
GSM4282034,34,15
GSM4282034,35,15
GSM4282035,28,11
GSM4282035,29,11
GSM4282035,30,12
GSM4282035,31,14
GSM4282035,32,15
GSM4282035,33,15
GSM4282035,34,15
GSM4282035,35,15
GSM4282035,36,15
GSM4282036,28,11
GSM4282036,29,11
GSM4282036,30,12
GSM4282036,31,14
GSM4282036,32,15
GSM4282036,33,15
GSM4282036,34,15
GSM4282036,35,15
GSM4282036,36,15
GSM4282037,29,11
GSM4282037,30,12
GSM4282037,31,13
GSM4282037,32,15
GSM4282037,33,15
GSM4282037,34,15
GSM4282037,35,15
GSM4282037,36,15
GSM4282038,30,12
GSM4282038,31,14
GSM4282038,32,15
GSM4282038,33,15
GSM4282038,34,15
GSM4282038,35,13
GSM4282038,36,14
GSM4282039,24,15
GSM4282039,25,15
GSM4282039,26,15
GSM4282039,27,11
GSM4282039,28,11
GSM4282039,29,12
GSM4282039,30,13
GSM4282039,31,15
GSM4282039,32,15
GSM4282039,33,15
GSM4282039,34,15
GSM4282040,29,11
GSM4282040,30,12
GSM4282040,31,14
GSM4282040,32,15
GSM4282040,33,15
GSM4282040,34,15
GSM4282040,35,13
GSM4282040,36,15
GSM4293607,27,11
GSM4293607,28,11
GSM4293607,29,11
GSM4293608,27,11
GSM4293608,28,11
GSM4293608,29,11
GSM4293609,27,11
GSM4293609,28,11
GSM4293609,29,11
GSM4293610,27,11
GSM4293610,28,11
GSM4293610,29,11
GSM4293611,27,11
GSM4293611,28,11
GSM4293611,29,11
GSM4293612,27,11
GSM4293612,28,11
GSM4293612,29,11
GSM4293613,27,11
GSM4293613,28,11
GSM4293613,29,11
GSM4293614,27,11
GSM4293614,28,11
GSM4293614,29,11
GSM4293615,27,11
GSM4293615,28,11
GSM4293615,29,11
GSM4293616,27,11
GSM4293616,28,11
GSM4293616,29,11
GSM4293617,27,11
GSM4293617,28,11
GSM4293617,29,11
GSM4293618,27,11
GSM4293618,28,11
GSM4293618,29,11
GSM4293619,27,11
GSM4293619,28,11
GSM4293619,29,11
GSM4293620,27,11
GSM4293620,28,11
GSM4293620,29,11
GSM4293621,27,11
GSM4293621,28,11
GSM4293621,29,11
GSM4293622,26,11
GSM4293622,27,11
GSM4293622,28,11
GSM4293622,29,11
GSM4293623,26,11
GSM4293623,27,11
GSM4293623,28,11
GSM4293623,29,11
GSM4293624,26,11
GSM4293624,27,11
GSM4293624,28,11
GSM4293624,29,11
GSM4293625,26,11
GSM4293625,27,11
GSM4293625,28,11
GSM4293625,29,11
GSM4293626,26,11
GSM4293626,27,11
GSM4293626,28,11
GSM4293626,29,11
GSM4293627,26,11
GSM4293627,27,11
GSM4293627,28,11
GSM4293627,29,11
GSM4293628,26,11
GSM4293628,27,11
GSM4293628,28,11
GSM4293628,29,11
GSM4293629,26,11
GSM4293629,27,11
GSM4293629,28,11
GSM4293629,29,11
GSM4293630,26,11
GSM4293630,27,11
GSM4293630,28,11
GSM4293630,29,11
GSM4293631,26,11
GSM4293631,27,11
GSM4293631,28,11
GSM4293631,29,11
GSM4293632,26,11
GSM4293632,27,11
GSM4293632,28,11
GSM4293632,29,11
GSM4293633,26,11
GSM4293633,27,11
GSM4293633,28,11
GSM4293633,29,11
GSM4293634,26,11
GSM4293634,27,11
GSM4293634,28,11
GSM4293634,29,11
GSM4293635,26,11
GSM4293635,27,11
GSM4293635,28,11
GSM4293635,29,11
GSM4293636,26,11
GSM4293636,27,11
GSM4293636,28,11
GSM4293636,29,11
GSM4299131,30,15
GSM4299131,31,15
GSM4299131,32,15
GSM4299131,33,15
GSM4299131,34,15
GSM4299131,35,15
GSM4299131,36,15
GSM4299131,37,15
GSM4299131,38,15
GSM4299132,30,15
GSM4299132,31,15
GSM4299132,32,15
GSM4299132,33,15
GSM4299132,34,15
GSM4299132,35,15
GSM4299132,36,15
GSM4299132,37,15
GSM4299133,30,15
GSM4299133,31,15
GSM4299133,32,15
GSM4299133,33,15
GSM4299133,34,15
GSM4299133,35,15
GSM4299133,36,15
GSM4299133,37,15
GSM4299133,38,15
GSM4299134,30,15
GSM4299134,31,15
GSM4299134,32,15
GSM4299134,33,15
GSM4299134,34,15
GSM4299134,35,15
GSM4299134,36,15
GSM4299134,37,15
GSM4299135,30,15
GSM4299135,31,15
GSM4299135,32,15
GSM4299135,33,15
GSM4299135,34,15
GSM4299135,35,15
GSM4299135,36,15
GSM4299135,37,15
GSM4299135,38,15
GSM4299136,30,15
GSM4299136,31,15
GSM4299136,32,15
GSM4299136,33,15
GSM4299136,34,15
GSM4299136,35,15
GSM4299136,36,15
GSM4299136,37,15
GSM4378947,26,11
GSM4378947,27,11
GSM4378947,28,11
GSM4378947,29,11
GSM4378947,30,12
GSM4378947,31,12
GSM4378948,27,11
GSM4378948,28,11
GSM4378948,29,11
GSM4378948,30,12
GSM4378948,31,12
GSM4378949,28,11
GSM4378949,29,11
GSM4378949,30,12
GSM4378949,31,13
GSM4378950,28,11
GSM4378950,29,11
GSM4378950,30,12
GSM4378950,31,13
GSM4378951,28,11
GSM4378951,29,12
GSM4378951,30,12
GSM4378951,31,13
GSM4407814,25,12
GSM4407814,26,12
GSM4407814,27,12
GSM4407814,28,12
GSM4407814,29,11
GSM4407814,30,11
GSM4407814,31,12
GSM4407814,32,12
GSM4407814,33,11
GSM4407814,34,10
GSM4407814,35,10
GSM4407814,36,12
GSM4407815,25,12
GSM4407815,26,12
GSM4407815,27,13
GSM4407815,28,12
GSM4407815,29,11
GSM4407815,30,11
GSM4407815,31,12
GSM4407815,32,13
GSM4407815,33,12
GSM4407815,34,10
GSM4407815,35,10
GSM4407815,36,12
GSM4407816,25,12
GSM4407816,26,12
GSM4407816,27,12
GSM4407816,28,12
GSM4407816,29,10
GSM4407816,30,11
GSM4407816,31,12
GSM4407816,32,12
GSM4407816,33,11
GSM4407816,34,10
GSM4407816,35,11
GSM4407816,36,12
GSM4407817,25,12
GSM4407817,26,12
GSM4407817,27,12
GSM4407817,28,12
GSM4407817,29,11
GSM4407817,30,11
GSM4407817,31,12
GSM4407817,32,12
GSM4407817,33,11
GSM4407817,34,10
GSM4407817,35,10
GSM4407817,36,12
GSM4425991,32,14
GSM4425991,33,15
GSM4425991,34,15
GSM4425991,35,15
GSM4425991,36,14
GSM4425991,37,13
GSM4425995,32,14
GSM4425995,33,15
GSM4425995,34,15
GSM4425995,35,15
GSM4425995,36,15
GSM4425995,37,14
GSM4426002,22,13
GSM4426002,23,15
GSM4426002,24,15
GSM4426002,25,15
GSM4426002,26,15
GSM4426002,27,10
GSM4426002,28,12
GSM4426002,29,12
GSM4426002,30,13
GSM4426002,31,15
GSM4426002,32,15
GSM4426002,33,15
GSM4426003,22,13
GSM4426003,23,15
GSM4426003,24,15
GSM4426003,25,15
GSM4426003,26,15
GSM4426003,27,10
GSM4426003,28,11
GSM4426003,29,12
GSM4426003,30,14
GSM4426003,31,15
GSM4426003,32,15
GSM4426003,33,15
GSM4426004,22,15
GSM4426004,23,15
GSM4426004,24,15
GSM4426004,25,15
GSM4426004,26,14
GSM4426004,27,15
GSM4426004,28,11
GSM4426004,29,12
GSM4426004,30,13
GSM4426004,31,15
GSM4426004,32,15
GSM4426004,33,15
GSM4426005,22,15
GSM4426005,23,15
GSM4426005,24,15
GSM4426005,25,15
GSM4426005,26,15
GSM4426005,27,10
GSM4426005,28,11
GSM4426005,29,12
GSM4426005,30,14
GSM4426005,31,15
GSM4426005,32,15
GSM4426005,33,15
GSM4426006,24,15
GSM4426006,25,15
GSM4426006,26,15
GSM4426006,27,15
GSM4426006,28,11
GSM4426006,29,12
GSM4426006,30,13
GSM4426006,31,15
GSM4426006,32,15
GSM4426006,33,15
GSM4426006,34,15
GSM4426007,22,15
GSM4426007,23,15
GSM4426007,24,15
GSM4426007,25,15
GSM4426007,26,15
GSM4426007,27,15
GSM4426007,28,12
GSM4426007,29,12
GSM4426007,30,13
GSM4426007,31,15
GSM4426007,32,15
GSM4426007,33,15
GSM4426008,24,15
GSM4426008,25,10
GSM4426008,26,13
GSM4426008,27,10
GSM4426008,28,15
GSM4426008,29,12
GSM4426008,30,15
GSM4426008,31,15
GSM4426008,32,15
GSM4426008,33,15
GSM4426008,34,15
GSM4426012,22,13
GSM4426012,23,15
GSM4426012,24,15
GSM4426012,25,15
GSM4426012,26,10
GSM4426012,27,15
GSM4426012,28,12
GSM4426012,29,12
GSM4426012,30,13
GSM4426012,31,15
GSM4426012,32,15
GSM4426012,33,15
GSM4426013,22,15
GSM4426013,23,15
GSM4426013,24,15
GSM4426013,25,15
GSM4426013,26,15
GSM4426013,27,15
GSM4426013,28,11
GSM4426013,29,12
GSM4426013,30,14
GSM4426013,31,15
GSM4426013,32,15
GSM4426013,33,15
GSM4426014,30,13
GSM4426014,31,15
GSM4426014,32,15
GSM4426014,33,15
GSM4426014,34,15
GSM4426014,35,15
GSM4426014,36,15
GSM4426014,37,15
GSM4426015,29,12
GSM4426015,30,13
GSM4426015,31,15
GSM4426015,32,15
GSM4426015,33,15
GSM4426015,34,15
GSM4426015,35,15
GSM4426015,36,15
GSM4458510,27,13
GSM4458510,28,13
GSM4458510,29,13
GSM4458510,30,13
GSM4458510,31,13
GSM4458510,32,13
GSM4458510,33,13
GSM4458510,34,13
GSM4458510,35,13
GSM4458510,36,14
GSM4458510,37,14
GSM4458511,27,13
GSM4458511,28,13
GSM4458511,29,13
GSM4458511,30,13
GSM4458511,31,13
GSM4458511,32,13
GSM4458511,33,13
GSM4458511,34,13
GSM4458511,35,13
GSM4458511,36,13
GSM4458511,37,14
GSM4458511,38,13
GSM4458512,29,13
GSM4458512,30,13
GSM4458512,31,13
GSM4458512,32,13
GSM4458512,33,13
GSM4458512,34,13
GSM4458512,35,13
GSM4458512,36,14
GSM4458513,29,13
GSM4458513,30,13
GSM4458513,31,13
GSM4458513,32,13
GSM4458513,33,13
GSM4458513,34,13
GSM4458513,35,13
GSM4458513,36,13
GSM4475936,27,11
GSM4475936,28,11
GSM4475936,29,11
GSM4475936,30,12
GSM4475936,31,12
GSM4475936,32,12
GSM4475936,33,12
GSM4475937,28,11
GSM4475937,29,11
GSM4475937,30,12
GSM4475937,31,12
GSM4475937,32,12
GSM4475937,33,12
GSM4475938,25,11
GSM4475938,26,11
GSM4475938,27,11
GSM4475938,28,11
GSM4475938,29,11
GSM4475938,30,12
GSM4475939,25,11
GSM4475939,26,11
GSM4475939,27,11
GSM4475939,28,11
GSM4475939,29,11
GSM4475939,30,12
GSM4475939,31,12
GSM4475940,26,11
GSM4475940,27,11
GSM4475940,28,11
GSM4475940,29,11
GSM4475940,30,12
GSM4475940,31,12
GSM4475941,25,11
GSM4475941,26,11
