Experiment,Read Length,P-site Offset
GSM2667787,29,13
GSM2667787,30,13
GSM2667787,31,13
GSM2667787,32,14
GSM2667787,33,14
GSM2667787,34,14
GSM2667788,29,13
GSM2667788,30,13
GSM2667788,31,13
GSM2667788,32,14
GSM2667788,33,14
GSM2667788,34,14
GSM2667788,35,15
GSM2667791,24,14
GSM2667791,25,13
GSM2667791,26,14
GSM2667791,27,14
GSM2667791,28,13
GSM2667791,29,13
GSM2667791,30,13
GSM2667791,31,14
GSM2667791,32,15
GSM2667791,33,14
GSM2667792,24,14
GSM2667792,25,15
GSM2667792,26,13
GSM2667792,27,10
GSM2667792,28,13
GSM2667792,29,13
GSM2667795,24,13
GSM2667795,25,14
GSM2667795,26,11
GSM2667795,27,14
GSM2667795,28,13
GSM2667795,29,14
GSM2667795,30,11
GSM2667795,31,13
GSM2667796,28,12
GSM2667796,29,14
GSM2667796,30,14
GSM2667796,31,13
GSM2676361,26,11
GSM2676361,27,11
GSM2676361,28,11
GSM2676361,29,11
GSM2676361,30,11
GSM2676361,31,12
GSM2676362,26,11
GSM2676362,27,11
GSM2676362,28,11
GSM2676362,29,11
GSM2676362,30,11
GSM2676362,31,12
GSM2676362,32,12
GSM2676363,23,14
GSM2676363,24,11
GSM2676363,25,12
GSM2676363,26,13
GSM2676363,27,11
GSM2676363,28,11
GSM2676363,29,11
GSM2676363,30,12
GSM2676363,31,12
GSM2676364,25,15
GSM2676364,26,11
GSM2676364,27,11
GSM2676364,28,11
GSM2676364,29,11
GSM2676364,30,12
GSM2676364,31,12
GSM2676364,32,12
GSM2714725,22,11
GSM2714725,23,11
GSM2714725,24,11
GSM2714725,25,11
GSM2714725,26,11
GSM2714725,27,11
GSM2714725,28,11
GSM2714725,29,11
GSM2714725,30,11
GSM2714726,25,11
GSM2714726,26,11
GSM2714726,27,11
GSM2714726,28,11
GSM2714726,29,11
GSM2714726,30,11
GSM2714726,31,12
GSM2714727,23,11
GSM2714727,24,11
GSM2714727,25,11
GSM2714727,26,11
GSM2714727,27,11
GSM2714727,28,11
GSM2714727,29,11
GSM2714727,30,11
GSM2714728,24,11
GSM2714728,25,11
GSM2714728,26,11
GSM2714728,27,11
GSM2714728,28,11
GSM2714728,29,11
GSM2714728,30,11
GSM2714728,31,12
GSM2714737,23,11
GSM2714737,24,11
GSM2714737,25,11
GSM2714737,26,11
GSM2714737,27,11
GSM2714737,28,11
GSM2714737,29,11
GSM2714738,23,11
GSM2714738,24,11
GSM2714738,25,11
GSM2714738,26,11
GSM2714738,27,11
GSM2714738,28,11
GSM2714738,29,11
GSM2714738,30,12
GSM2714739,23,11
GSM2714739,24,11
GSM2714739,25,11
GSM2714739,26,11
GSM2714739,27,11
GSM2714739,28,11
GSM2714739,29,11
GSM2714739,30,12
GSM2714740,24,11
GSM2714740,25,11
GSM2714740,26,11
GSM2714740,27,11
GSM2714740,28,11
GSM2714740,29,11
GSM2714740,30,12
GSM2722301,26,11
GSM2722301,27,11
GSM2722301,28,12
GSM2722301,29,10
GSM2722301,30,11
GSM2722301,31,12
GSM2722301,32,11
GSM2722301,33,12
GSM2724032,22,14
GSM2724032,23,11
GSM2724032,24,15
GSM2724032,25,10
GSM2724032,26,11
GSM2724032,27,10
GSM2724032,28,10
GSM2724032,29,11
GSM2724032,30,10
GSM2724032,31,10
GSM2724032,32,11
GSM2724032,33,11
GSM2724033,21,11
GSM2724033,22,14
GSM2724033,23,14
GSM2724033,24,10
GSM2724033,25,11
GSM2724033,26,11
GSM2724033,27,10
GSM2724033,28,11
GSM2724033,29,10
GSM2724033,30,10
GSM2724033,31,15
GSM2724034,21,13
GSM2724034,22,11
GSM2724034,23,15
GSM2724034,24,15
GSM2724034,25,10
GSM2724034,26,11
GSM2724034,27,11
GSM2724034,28,11
GSM2724034,29,13
GSM2724034,30,11
GSM2724034,31,10
GSM2724034,32,15
GSM2724035,21,13
GSM2724035,22,10
GSM2724035,23,11
GSM2724035,24,13
GSM2724035,25,14
GSM2724035,26,11
GSM2724035,27,10
GSM2724035,28,10
GSM2724035,29,10
GSM2724035,30,11
GSM2724035,31,11
GSM2724036,26,12
GSM2724036,27,13
GSM2724036,28,10
GSM2724036,29,11
GSM2724036,30,12
GSM2724036,31,12
GSM2724036,32,12
GSM2724036,33,12
GSM2724036,34,12
GSM2724036,35,13
GSM2724036,36,13
GSM2724037,25,13
GSM2724037,26,12
GSM2724037,27,12
GSM2724037,28,10
GSM2724037,29,11
GSM2724037,30,12
GSM2724037,31,12
GSM2724037,32,12
GSM2724037,33,12
GSM2724037,34,12
GSM2724037,35,13
GSM2724037,36,13
GSM2724038,24,12
GSM2724038,25,13
GSM2724038,26,12
GSM2724038,27,13
GSM2724038,28,10
GSM2724038,29,11
GSM2724038,30,12
GSM2724038,31,12
GSM2724038,32,12
GSM2724038,33,12
GSM2724038,34,12
GSM2724038,35,10
GSM2724039,25,13
GSM2724039,26,12
GSM2724039,27,12
GSM2724039,28,10
GSM2724039,29,10
GSM2724039,30,12
GSM2724039,31,12
GSM2724039,32,12
GSM2724039,33,12
GSM2724039,34,12
GSM2724039,35,13
GSM2724039,36,13
GSM2734576,27,11
GSM2734576,28,11
GSM2734576,29,11
GSM2734576,30,12
GSM2734576,31,12
GSM2734577,26,11
GSM2734577,27,11
GSM2734577,28,11
GSM2734577,29,11
GSM2734577,30,12
GSM2734578,26,11
GSM2734578,27,11
GSM2734578,28,11
GSM2734578,29,11
GSM2734578,30,11
GSM2734579,27,11
GSM2734579,28,11
GSM2734579,29,11
GSM2734579,30,11
GSM2734580,26,11
GSM2734580,27,11
GSM2734580,28,11
GSM2734580,29,11
GSM2734580,30,11
GSM2734581,26,11
GSM2734581,27,11
GSM2734581,28,11
GSM2734581,29,11
GSM2734581,30,11
GSM2734582,25,11
GSM2734582,26,11
GSM2734582,27,11
GSM2734582,28,11
GSM2734582,29,11
GSM2734583,26,11
GSM2734583,27,11
GSM2734583,28,11
GSM2734583,29,11
GSM2734583,30,11
GSM2734584,26,11
GSM2734584,27,11
GSM2734584,28,11
GSM2734584,29,11
GSM2734585,26,11
GSM2734585,27,11
GSM2734585,28,11
GSM2734585,29,11
GSM2743733,26,11
GSM2743733,27,11
GSM2743733,28,11
GSM2743733,29,11
GSM2743733,30,12
GSM2743734,27,11
GSM2743734,28,11
GSM2743734,29,11
GSM2743734,30,12
GSM2743734,31,13
GSM2743735,26,11
GSM2743735,27,11
GSM2743735,28,11
GSM2743735,29,11
GSM2743735,30,12
GSM2743735,31,13
GSM2743736,27,11
GSM2743736,28,11
GSM2743736,29,11
GSM2743736,30,12
GSM2743736,31,13
GSM2743737,26,11
GSM2743737,27,11
GSM2743737,28,11
GSM2743737,29,11
GSM2743737,30,12
GSM2743738,26,11
GSM2743738,27,11
GSM2743738,28,11
GSM2743738,29,11
GSM2743738,30,12
GSM2743738,31,13
GSM2746367,24,11
GSM2746368,24,11
GSM2746369,24,11
GSM2746370,24,11
GSM2760247,22,11
GSM2760247,23,11
GSM2760247,24,11
GSM2760247,25,11
GSM2760247,26,11
GSM2760247,27,11
GSM2760247,28,11
GSM2760247,29,11
GSM2760249,26,11
GSM2760249,27,11
GSM2760249,28,11
GSM2760249,29,11
GSM2760249,30,12
GSM2760251,26,11
GSM2760251,27,11
GSM2760251,28,11
GSM2760251,29,11
GSM2760251,30,12
GSM2760253,25,11
GSM2760253,26,11
GSM2760253,27,11
GSM2760253,28,11
GSM2760253,29,11
GSM2760255,26,11
GSM2760255,27,11
GSM2760255,28,11
GSM2760255,29,11
GSM2760257,26,11
GSM2760257,27,11
GSM2760257,28,11
GSM2760257,29,11
GSM2760257,30,12
GSM2760257,31,12
GSM2760259,26,11
GSM2760259,27,11
GSM2760259,28,11
GSM2760259,29,11
GSM2760261,24,11
GSM2760261,25,11
GSM2760261,26,11
GSM2760261,27,11
GSM2760261,28,11
GSM2760261,29,11
GSM2760263,24,11
GSM2760263,25,11
GSM2760263,26,11
GSM2760263,27,11
GSM2760263,28,11
GSM2760263,29,11
GSM2760265,24,11
GSM2760265,25,11
GSM2760265,26,11
GSM2760265,27,11
GSM2760265,28,11
GSM2760265,29,11
GSM2779669,24,11
GSM2779669,25,11
GSM2779669,26,11
GSM2779669,27,11
GSM2779669,28,11
GSM2779670,24,11
GSM2779670,25,11
GSM2779670,26,11
GSM2779670,27,11
GSM2779670,28,11
GSM2779671,25,11
GSM2779671,26,11
GSM2779671,27,11
GSM2779671,28,11
GSM2779672,25,10
GSM2779672,26,11
GSM2779672,27,11
GSM2779672,28,11
GSM2779673,24,11
GSM2779673,25,11
GSM2779673,26,11
GSM2779673,27,11
GSM2779673,28,11
GSM2779673,29,11
GSM2779674,23,11
GSM2779674,24,11
GSM2779674,25,11
GSM2779674,26,11
GSM2779674,27,11
GSM2779674,28,11
GSM2779675,25,11
GSM2779675,26,11
GSM2779675,27,11
GSM2779675,28,11
GSM2779676,25,10
GSM2779676,26,11
GSM2779676,27,11
GSM2779676,28,11
GSM2788001,28,11
GSM2788001,29,11
GSM2788001,30,12
GSM2788001,31,12
GSM2788001,32,13
GSM2788002,28,11
GSM2788002,29,11
GSM2788002,30,12
GSM2788002,31,12
GSM2788002,32,13
GSM2788003,28,11
GSM2788003,29,11
GSM2788003,30,12
GSM2788003,31,12
GSM2788003,32,13
GSM2788007,27,11
GSM2788007,28,11
GSM2788007,29,11
GSM2788007,30,12
GSM2788007,31,12
GSM2788008,27,11
GSM2788008,28,11
GSM2788008,29,11
GSM2788008,30,12
GSM2788008,31,12
GSM2817679,26,11
GSM2817679,27,11
GSM2817679,28,11
GSM2817679,29,11
GSM2817680,26,11
GSM2817680,27,11
GSM2817680,28,11
GSM2817680,29,11
GSM2817681,24,12
GSM2817681,25,11
GSM2817681,26,11
GSM2817681,27,11
GSM2817681,28,11
GSM2817681,29,11
GSM2817681,30,12
GSM2817681,31,12
GSM2817681,32,12
GSM2817682,25,11
GSM2817682,26,11
GSM2817682,27,11
GSM2817682,28,11
GSM2817682,29,11
GSM2817683,26,11
GSM2817683,27,11
GSM2817683,28,11
GSM2817683,29,11
GSM2817683,30,12
GSM2817684,22,11
GSM2817684,23,11
GSM2817684,24,12
GSM2817684,25,11
GSM2817684,26,11
GSM2817684,27,11
GSM2817684,28,11
GSM2817684,29,11
GSM2817684,30,12
GSM2817684,31,12
GSM2817685,26,11
GSM2817685,27,11
GSM2817685,28,11
GSM2817685,29,11
GSM2817685,30,12
GSM2817685,31,12
GSM2817685,32,12
GSM2817685,33,12
GSM2817686,25,11
GSM2817686,26,11
GSM2817686,27,11
GSM2817686,28,11
GSM2817686,29,11
GSM2817687,23,11
GSM2817687,24,12
GSM2817687,25,11
GSM2817687,26,11
GSM2817687,27,11
GSM2817687,28,11
GSM2817687,29,11
GSM2817687,30,12
GSM2817687,31,12
GSM2817687,32,12
GSM2817688,23,11
GSM2817688,24,12
GSM2817688,25,11
GSM2817688,26,11
GSM2817688,27,11
GSM2817688,28,11
GSM2817688,29,11
GSM2817688,30,12
GSM2817688,31,12
GSM2817688,32,12
GSM2817689,24,11
GSM2817689,25,11
GSM2817689,26,11
GSM2817689,27,11
GSM2817689,28,11
GSM2817689,29,11
GSM2824214,27,11
GSM2824214,28,11
GSM2824214,29,11
GSM2824214,30,12
GSM2824215,27,11
GSM2824215,28,11
GSM2824215,29,11
GSM2824215,30,12
GSM2824216,27,11
GSM2824216,28,11
GSM2824216,29,11
GSM2824216,30,12
GSM2824217,27,11
GSM2824217,28,11
GSM2824217,29,12
GSM2824217,30,12
GSM2824218,27,11
GSM2824218,28,11
GSM2824218,29,11
GSM2824218,30,12
GSM2824219,27,11
GSM2824219,28,11
GSM2824219,29,12
GSM2824219,30,12
GSM2825128,26,11
GSM2825128,27,12
GSM2825128,28,12
GSM2825128,29,11
GSM2825129,26,14
GSM2825129,27,15
GSM2825129,28,10
GSM2825129,29,11
GSM2825130,26,11
GSM2825130,27,12
GSM2825130,28,11
GSM2825130,29,11
GSM2825131,25,15
GSM2825131,26,11
GSM2825131,27,15
GSM2825131,28,10
GSM2825131,29,11
GSM2825131,30,12
GSM2825132,25,15
GSM2825132,26,11
GSM2825132,27,12
GSM2825132,28,10
GSM2825132,29,11
GSM2825133,26,14
GSM2825133,27,15
GSM2825133,28,13
GSM2825133,29,12
GSM2838831,25,11
GSM2838831,26,11
GSM2838831,27,11
GSM2838831,28,11
GSM2838831,29,11
GSM2838833,26,11
GSM2838833,27,11
GSM2838833,28,11
GSM2838833,29,11
GSM2883304,25,11
GSM2883304,26,11
GSM2883304,27,11
GSM2883304,28,11
GSM2883304,29,11
GSM2883304,30,12
GSM2883304,31,12
GSM2883304,32,12
GSM2883305,23,11
GSM2883305,24,12
GSM2883305,25,12
GSM2883305,26,11
GSM2883305,27,11
GSM2883305,28,11
GSM2883305,29,11
GSM2883305,30,12
GSM2883305,31,12
GSM2883306,26,11
GSM2883306,27,11
GSM2883306,28,11
GSM2883306,29,11
GSM2883306,30,12
GSM2883307,26,11
GSM2883307,27,11
GSM2883307,28,11
GSM2883307,29,11
GSM2883307,30,12
GSM2883312,26,11
GSM2883312,27,11
GSM2883312,28,11
GSM2883312,29,11
GSM2883312,30,11
GSM2883312,31,12
GSM2883313,26,11
GSM2883313,27,11
GSM2883313,28,11
GSM2883313,29,11
GSM2883313,30,12
GSM2883314,26,11
GSM2883314,27,11
GSM2883314,28,11
GSM2883314,29,11
GSM2883314,30,12
GSM2883314,31,12
GSM2883315,26,11
GSM2883315,27,11
GSM2883315,28,11
GSM2883315,29,11
GSM2883315,30,12
GSM2883315,31,12
GSM2883320,25,11
GSM2883320,26,11
GSM2883320,27,11
GSM2883320,28,11
GSM2883320,29,11
GSM2883320,30,12
GSM2883320,31,12
GSM2883321,27,11
GSM2883321,28,11
GSM2883321,29,11
GSM2883321,30,12
GSM2883321,31,12
GSM2883322,27,11
GSM2883322,28,11
GSM2883322,29,11
GSM2883322,30,11
GSM2883322,31,12
GSM2883322,32,12
GSM2883323,26,11
GSM2883323,27,11
GSM2883323,28,11
GSM2883323,29,11
GSM2883323,30,12
GSM2883323,31,12
GSM2871726,27,11
GSM2871726,28,11
GSM2871726,29,11
GSM2871726,30,12
GSM2871726,31,12
GSM2871726,32,12
GSM2871727,27,10
GSM2871727,28,11
GSM2871727,29,11
GSM2871727,30,12
GSM2871727,31,12
GSM3450419,21,15
GSM3450419,22,12
GSM3450419,23,13
GSM3450419,24,14
GSM3450419,25,12
GSM3450419,26,12
GSM3450419,27,14
GSM3450419,28,11
GSM3450420,23,12
GSM3450420,24,14
GSM3450420,25,12
GSM3450420,26,12
GSM3450420,27,12
GSM3450420,28,12
GSM3450420,29,11
GSM3450420,30,11
GSM3450420,31,10
GSM3450421,21,15
GSM3450421,22,12
GSM3450421,23,13
GSM3450421,24,12
GSM3450421,25,12
GSM3450421,26,12
GSM3450421,27,12
GSM3450421,28,13
GSM3450422,21,15
GSM3450422,22,12
GSM3450422,23,13
GSM3450422,24,15
GSM3450422,25,12
GSM3450422,26,12
GSM3450422,27,12
GSM3450422,28,12
GSM3450423,23,12
GSM3450423,24,12
GSM3450423,25,12
GSM3450423,26,12
GSM3450423,27,12
GSM3450423,28,12
GSM3450423,29,11
GSM3450423,30,11
GSM3450424,22,12
GSM3450424,23,13
GSM3450424,24,12
GSM3450424,25,12
GSM3450424,26,12
GSM3450424,27,12
GSM3450424,28,12
GSM3450424,29,11
GSM3450424,30,11
GSM3042964,22,11
GSM3042964,23,11
GSM3042964,24,11
GSM3042964,25,11
GSM3042964,26,11
GSM3042964,27,11
GSM3042964,28,11
GSM3042964,29,11
GSM3042964,30,11
GSM3057208,26,11
GSM3057208,27,11
GSM3057208,28,11
GSM3057208,29,11
GSM3057208,30,12
GSM3057208,31,12
GSM3057208,32,12
GSM3057208,33,12
GSM3057209,26,11
GSM3057209,27,11
GSM3057209,28,11
GSM3057209,29,11
GSM3057209,30,12
GSM3057209,31,12
GSM3057209,32,12
GSM3057209,33,12
GSM3057210,27,11
GSM3057210,28,11
GSM3057210,29,11
GSM3057210,30,12
GSM3057210,31,12
GSM3057210,32,12
GSM3057211,25,11
GSM3057211,26,11
GSM3057211,27,11
GSM3057211,28,11
GSM3057211,29,11
GSM3057211,30,12
GSM3057211,31,12
GSM3057211,32,12
GSM3057212,26,11
GSM3057212,27,11
GSM3057212,28,11
GSM3057212,29,11
GSM3057212,30,12
GSM3057212,31,12
GSM3057212,32,12
GSM3057212,33,12
GSM3057213,27,11
GSM3057213,28,11
GSM3057213,29,11
GSM3057213,30,12
GSM3057213,31,12
GSM3057213,32,12
GSM3057213,33,12
GSM3057213,34,12
GSM3057214,26,11
GSM3057214,27,11
GSM3057214,28,11
GSM3057214,29,11
GSM3057214,30,12
GSM3057214,31,12
GSM3057214,32,12
GSM3057215,26,11
GSM3057215,27,11
GSM3057215,28,11
GSM3057215,29,11
GSM3057215,30,12
GSM3057215,31,12
GSM3057215,32,12
GSM3057215,33,12
GSM3069548,27,14
GSM3069548,28,11
GSM3069548,29,10
GSM3069548,30,11
GSM3069548,31,12
GSM3069548,32,10
GSM3069548,33,11
GSM3069548,34,12
GSM3069548,35,13
GSM3069548,36,12
GSM3069548,37,12
GSM3069548,38,13
GSM3069548,39,12
GSM3069548,40,13
GSM3069549,27,14
GSM3069549,28,15
GSM3069549,29,10
GSM3069549,30,11
GSM3069549,31,12
GSM3069549,32,12
GSM3069549,33,11
GSM3069549,34,12
GSM3069549,35,15
GSM3069549,36,12
GSM3069549,37,15
GSM3069549,38,10
GSM3069549,39,12
GSM3069549,40,15
GSM3069550,27,14
GSM3069550,28,15
GSM3069550,29,10
GSM3069550,30,11
GSM3069550,31,12
GSM3069550,32,10
GSM3069550,33,11
GSM3069550,34,12
GSM3069550,35,10
GSM3069550,36,12
GSM3069550,37,15
GSM3069550,38,12
GSM3069550,39,12
GSM3069550,40,12
GSM3069551,27,14
GSM3069551,28,10
GSM3069551,29,10
GSM3069551,30,11
GSM3069551,31,12
GSM3069551,32,10
GSM3069551,33,11
GSM3069551,34,12
GSM3069551,35,15
GSM3069551,36,11
GSM3069551,37,12
GSM3069551,38,11
GSM3069551,39,12
GSM3069551,40,10
GSM3069552,33,12
GSM3069552,34,12
GSM3069552,35,13
GSM3069552,36,12
GSM3069552,37,12
GSM3069552,38,13
GSM3069552,39,12
GSM3069552,40,13
GSM3069553,33,12
GSM3069553,34,12
GSM3069553,35,13
GSM3069553,36,12
GSM3069553,37,12
GSM3069553,38,13
GSM3069553,39,12
GSM3069553,40,13
GSM3069554,32,12
GSM3069554,33,12
GSM3069554,34,12
GSM3069554,35,13
GSM3069554,36,12
GSM3069554,37,12
GSM3069554,38,13
GSM3069554,39,12
GSM3069554,40,13
GSM3069555,32,12
GSM3069555,33,12
GSM3069555,34,12
GSM3069555,35,13
GSM3069555,36,12
GSM3069555,37,12
GSM3069555,38,13
GSM3069555,39,12
GSM3069555,40,13
GSM3068264,24,10
GSM3068264,25,14
GSM3068264,26,11
GSM3068264,27,10
GSM3068264,28,11
GSM3068264,29,11
GSM3068264,30,12
GSM3068264,31,12
GSM3068264,32,12
GSM3068265,27,11
GSM3068265,28,11
GSM3068265,29,11
GSM3068265,30,12
GSM3068265,31,12
GSM3068265,32,12
GSM3068265,33,13
GSM3068265,34,12
GSM3068265,35,13
GSM3068266,27,11
GSM3068266,28,11
GSM3068266,29,11
GSM3068266,30,12
GSM3068266,31,12
GSM3068266,32,12
GSM3068267,26,11
GSM3068267,27,11
GSM3068267,28,11
GSM3068267,29,11
GSM3068267,30,12
GSM3068267,31,12
GSM3068267,32,13
GSM3081736,27,11
GSM3081736,28,11
GSM3081736,29,12
GSM3081736,30,12
GSM3081738,26,11
GSM3081738,27,11
GSM3081738,28,11
GSM3081738,29,11
GSM3081738,30,12
GSM3081740,27,11
GSM3081740,28,11
GSM3081740,29,11
GSM3081740,30,12
GSM3081740,31,13
GSM3081740,32,13
GSM3081742,27,11
GSM3081742,28,11
GSM3081742,29,11
GSM3081742,30,12
GSM3081742,31,13
GSM3081744,27,11
GSM3081744,28,11
GSM3081744,29,12
GSM3081744,30,12
GSM3081746,26,11
GSM3081746,27,11
GSM3081746,28,11
GSM3081746,29,12
GSM3081746,30,12
GSM3081748,27,11
GSM3081748,28,11
GSM3081748,29,11
GSM3081748,30,12
GSM3081748,31,13
GSM3081750,28,11
GSM3081750,29,11
GSM3081750,30,12
GSM3081750,31,12
GSM3081750,32,13
GSM3081752,27,11
GSM3081752,28,11
GSM3081752,29,11
GSM3081752,30,12
GSM3081752,31,13
GSM3081754,26,11
GSM3081754,27,11
GSM3081754,28,11
GSM3081754,29,12
GSM3081756,28,11
GSM3081756,29,11
GSM3081756,30,12
GSM3081756,31,13
GSM3081758,28,11
GSM3081758,29,11
GSM3081758,30,12
GSM3081758,31,12
GSM3081760,28,11
GSM3081760,29,11
GSM3081760,30,12
GSM3081760,31,13
GSM3081760,32,13
GSM3081762,28,11
GSM3081762,29,11
GSM3081762,30,11
GSM3081762,31,12
GSM3081762,32,13
GSM3081764,28,11
GSM3081764,29,11
GSM3081764,30,12
GSM3081764,31,12
GSM3081766,28,11
GSM3081766,29,11
GSM3081766,30,12
GSM3081766,31,12
GSM3081766,32,12
GSM3081768,28,11
GSM3081768,29,11
GSM3081768,30,12
GSM3081768,31,13
GSM3081768,32,13
GSM3081770,28,11
GSM3081770,29,11
GSM3081770,30,12
GSM3081770,31,12
GSM3081770,32,12
GSM3081772,28,11
GSM3081772,29,11
GSM3081772,30,12
GSM3081772,31,13
GSM3081774,28,11
GSM3081774,29,11
GSM3081774,30,12
GSM3081774,31,13
GSM3081774,32,13
GSM3098458,26,10
GSM3098458,27,11
GSM3098458,28,11
GSM3098459,27,11
GSM3098459,28,11
GSM3098459,29,11
GSM3098460,27,11
GSM3098460,28,11
GSM3098460,29,11
GSM3098461,27,11
GSM3098461,28,11
GSM3098461,29,11
GSM3098462,26,11
GSM3098462,27,11
GSM3098462,28,11
GSM3098463,26,10
GSM3098463,27,11
GSM3098463,28,11
GSM3098464,26,10
GSM3098464,27,11
GSM3098464,28,11
GSM3098465,26,10
GSM3098465,27,11
GSM3098465,28,11
GSM3098465,29,11
GSM3098466,27,11
GSM3098466,28,11
GSM3098466,29,11
GSM3098467,26,10
GSM3098467,27,11
GSM3098467,28,11
GSM3098467,29,11
GSM3098468,27,11
GSM3098468,28,11
GSM3098468,29,11
GSM3098469,27,11
GSM3098469,28,11
GSM3098469,29,11
GSM3098494,26,10
GSM3098494,27,11
GSM3098494,28,11
GSM3098495,26,10
GSM3098495,27,11
GSM3098495,28,11
GSM3098496,26,11
GSM3098496,27,11
GSM3098496,28,11
GSM3098497,26,10
GSM3098497,27,11
GSM3098497,28,11
GSM3098498,26,10
GSM3098498,27,11
GSM3098498,28,11
GSM3098499,27,11
GSM3098499,28,11
GSM3098499,29,11
GSM3098500,26,10
GSM3098500,27,11
GSM3098500,28,11
GSM3098501,27,11
GSM3098501,28,11
GSM3098501,29,11
GSM3098502,26,10
GSM3098502,27,11
GSM3098502,28,11
GSM3098503,26,10
GSM3098503,27,11
GSM3098503,28,11
GSM3098504,27,11
GSM3098504,28,11
GSM3098504,29,11
GSM3098505,27,11
GSM3098505,28,11
GSM3098505,29,11
GSM3112193,22,10
GSM3112193,23,11
GSM3112193,24,11
GSM3112193,25,10
GSM3112193,26,10
GSM3112193,27,11
GSM3112193,28,12
GSM3112193,29,13
GSM3112194,25,10
GSM3112194,26,10
GSM3112194,27,11
GSM3112194,28,12
GSM3112194,29,13
GSM3112194,30,13
GSM3112196,24,11
GSM3112196,25,10
GSM3112196,26,10
GSM3112196,27,11
GSM3112196,28,11
GSM3112196,29,12
GSM3112196,30,13
GSM3112197,25,12
GSM3112197,26,10
GSM3112197,27,11
GSM3112197,28,11
GSM3112197,29,12
GSM3112197,30,13
GSM3112198,25,10
GSM3112198,26,10
GSM3112198,27,11
GSM3112198,28,11
GSM3112198,29,12
GSM3112198,30,13
GSM3112198,31,14
GSM3118928,27,12
GSM3118928,28,12
GSM3118928,29,11
GSM3118928,30,12
GSM3118928,31,12
GSM3118928,32,10
GSM3118928,33,12
GSM3118928,34,12
GSM3118928,35,12
GSM3118928,36,12
GSM3118928,37,12
GSM3118928,38,13
GSM3118929,25,10
GSM3118929,26,11
GSM3118929,27,12
GSM3118929,28,12
GSM3118929,29,12
GSM3118929,30,12
GSM3118929,31,12
GSM3118929,32,10
GSM3118929,33,12
GSM3118929,34,12
GSM3118929,35,12
GSM3118929,36,12
GSM3118929,37,12
GSM3118930,23,12
GSM3118930,24,12
GSM3118930,25,10
GSM3118930,26,10
GSM3118930,27,12
GSM3118930,28,12
GSM3118930,29,12
GSM3118930,30,12
GSM3118930,31,12
GSM3118930,32,10
GSM3118930,33,12
GSM3118930,34,12
GSM3118931,26,10
GSM3118931,27,12
GSM3118931,28,12
GSM3118931,29,12
GSM3118931,30,12
GSM3118931,31,12
GSM3118931,32,12
GSM3118931,33,12
GSM3118931,34,12
GSM3118931,35,12
GSM3118931,36,12
GSM3118931,37,12
GSM3118932,26,12
GSM3118932,27,12
GSM3118932,28,12
GSM3118932,29,12
GSM3118932,30,12
GSM3118932,31,11
GSM3118932,32,12
GSM3118932,33,12
GSM3118932,34,12
GSM3118932,35,12
GSM3118932,36,12
GSM3118932,37,13
GSM3118932,38,13
GSM3118933,25,12
GSM3118933,26,12
GSM3118933,27,12
GSM3118933,28,12
GSM3118933,29,12
GSM3118933,30,12
GSM3118933,31,11
GSM3118933,32,12
GSM3118933,33,12
GSM3118933,34,12
GSM3118933,35,10
GSM3118933,36,12
GSM3118933,37,12
GSM3118933,38,13
GSM3118934,25,12
GSM3118934,26,11
GSM3118934,27,12
GSM3118934,28,12
GSM3118934,29,12
GSM3118934,30,12
GSM3118934,31,11
GSM3118934,32,11
GSM3118934,33,12
GSM3118934,34,12
GSM3118934,35,12
GSM3118934,36,12
GSM3118934,37,12
GSM3118935,25,13
GSM3118935,26,11
GSM3118935,27,12
GSM3118935,28,12
GSM3118935,29,12
GSM3118935,30,12
GSM3118935,31,12
GSM3118935,32,11
GSM3118935,33,12
GSM3118935,34,12
GSM3118935,35,12
GSM3118935,36,12
GSM3118936,23,12
GSM3118936,24,12
GSM3118936,25,13
GSM3118936,26,11
GSM3118936,27,12
GSM3118936,28,12
GSM3118936,29,12
GSM3118936,30,12
GSM3118936,31,12
GSM3118936,32,11
GSM3118936,33,12
GSM3118936,34,12
GSM3118937,23,12
GSM3118937,24,12
GSM3118937,25,13
GSM3118937,26,11
GSM3118937,27,12
GSM3118937,28,12
GSM3118937,29,12
GSM3118937,30,12
GSM3118937,31,12
GSM3118937,32,11
GSM3118937,33,12
GSM3118937,34,12
GSM3118938,27,12
GSM3118938,28,12
GSM3118938,29,11
GSM3118938,30,12
GSM3118938,31,12
GSM3118938,32,10
GSM3118938,33,12
GSM3118938,34,12
GSM3118938,35,10
GSM3118938,36,12
GSM3118939,27,12
GSM3118939,28,12
GSM3118939,29,12
GSM3118939,30,12
GSM3118939,31,12
GSM3118939,32,10
GSM3118939,33,12
GSM3118939,34,12
GSM3118939,35,12
GSM3118939,36,12
GSM3118940,27,12
GSM3118940,28,12
GSM3118940,29,12
GSM3118940,30,12
GSM3118940,31,12
GSM3118940,32,10
GSM3118940,33,12
GSM3118940,34,12
GSM3118940,35,13
GSM3118941,28,12
GSM3118941,29,12
GSM3118941,30,12
GSM3118941,31,12
GSM3118941,32,11
GSM3118941,33,12
GSM3118941,34,12
GSM3118941,35,13
GSM3118941,36,12
GSM3118941,37,12
GSM3118942,26,12
GSM3118942,27,12
GSM3118942,28,12
GSM3118942,29,11
GSM3118942,30,12
GSM3118942,31,12
GSM3118942,32,12
GSM3118942,33,12
